Temperature,Humidity,Moisture,Soil Type,Crop Type,Nitrogen,Potassium,Phosphorous,Fertilizer Name
36,59,70,Sandy,Maize,88,34,50,MOP
23,63,75,Black,Cotton,95,81,83,Compost
38,81,78,Loamy,Cotton,14,44,11,NPK
35,60,56,Red,Cotton,16,27,56,NPK
21,73,47,Loamy,Maize,56,92,29,DAP
25,36,52,Loamy,Cotton,27,22,51,NPK
33,62,54,Loamy,Rice,80,50,42,Compost
37,68,45,Loamy,Maize,100,10,57,MOP
38,87,64,Sandy,Rice,24,12,94,NPK
22,42,58,Black,Rice,16,27,92,NPK
30,52,30,Red,Cotton,14,98,42,Urea
30,52,31,Black,Maize,68,61,6,DAP
37,52,23,Loamy,Maize,0,24,9,NPK
37,78,20,Loamy,Wheat,76,40,3,DAP
23,60,71,Loamy,Sugarcane,93,38,48,MOP
24,77,60,Loamy,Wheat,80,65,96,Compost
24,63,65,Clayey,Sugarcane,67,8,78,MOP
23,57,39,Clayey,Sugarcane,27,73,1,NPK
26,44,74,Sandy,Cotton,1,68,27,NPK
30,38,64,Clayey,Maize,29,69,78,Urea
27,62,32,Red,Maize,14,47,51,Urea
37,55,30,Red,Wheat,8,8,1,NPK
25,36,47,Clayey,Sugarcane,3,90,61,Urea
30,63,37,Red,Rice,16,74,84,Urea
40,51,21,Black,Cotton,81,73,81,Compost
39,60,42,Black,Maize,89,6,48,MOP
25,54,32,Sandy,Rice,45,89,17,DAP
29,37,65,Black,Sugarcane,19,57,37,NPK
35,41,33,Clayey,Maize,76,25,59,MOP
38,34,62,Clayey,Sugarcane,9,87,58,Urea
32,35,31,Red,Rice,52,97,59,Compost
36,68,75,Black,Sugarcane,29,3,86,NPK
25,89,71,Sandy,Cotton,72,26,2,NPK
24,79,24,Clayey,Sugarcane,22,20,39,NPK
28,60,27,Clayey,Sugarcane,81,63,62,Compost
26,77,59,Loamy,Rice,35,83,54,Urea
33,90,28,Red,Wheat,6,96,72,Urea
24,84,29,Loamy,Cotton,14,15,89,NPK
20,79,20,Black,Rice,17,38,43,NPK
32,59,35,Sandy,Cotton,66,23,17,NPK
29,32,51,Black,Cotton,45,42,6,DAP
30,72,66,Black,Sugarcane,64,31,35,NPK
34,55,33,Black,Rice,36,14,70,NPK
40,47,39,Sandy,Maize,95,77,3,DAP
40,56,73,Loamy,Rice,14,23,8,NPK
20,73,66,Loamy,Maize,25,78,13,NPK
33,32,61,Clayey,Maize,91,12,73,MOP
38,32,42,Black,Sugarcane,87,28,11,NPK
28,47,43,Loamy,Sugarcane,43,39,89,MOP
21,73,21,Clayey,Rice,26,3,31,NPK
32,42,78,Red,Sugarcane,24,86,90,Urea
25,43,50,Loamy,Cotton,18,15,17,NPK
33,67,48,Red,Wheat,20,52,35,NPK
32,86,30,Red,Sugarcane,14,98,68,Urea
22,61,49,Red,Cotton,87,68,79,Compost
20,66,66,Black,Wheat,2,14,46,NPK
30,87,70,Clayey,Cotton,67,14,90,MOP
24,68,54,Loamy,Sugarcane,58,60,7,DAP
33,89,72,Black,Maize,63,74,15,DAP
30,75,53,Loamy,Rice,31,58,74,Urea
37,86,63,Clayey,Wheat,57,81,38,DAP
25,47,80,Clayey,Cotton,91,0,92,MOP
38,60,78,Clayey,Rice,26,60,63,Urea
38,63,24,Clayey,Rice,91,3,14,NPK
31,71,54,Red,Sugarcane,54,69,100,Compost
31,90,41,Black,Sugarcane,12,43,85,Urea
37,78,27,Sandy,Rice,23,99,17,NPK
33,33,56,Black,Sugarcane,100,57,86,Compost
37,50,62,Red,Maize,11,91,51,Urea
34,54,27,Sandy,Rice,84,28,67,MOP
29,69,31,Loamy,Cotton,30,98,68,Urea
23,71,33,Clayey,Maize,64,64,78,Compost
26,71,28,Red,Cotton,15,26,36,NPK
26,90,50,Clayey,Cotton,4,18,70,NPK
32,87,65,Black,Cotton,80,12,18,NPK
21,78,74,Sandy,Cotton,61,50,42,Compost
28,41,57,Black,Rice,2,93,87,Urea
32,39,20,Loamy,Sugarcane,19,13,100,NPK
30,80,43,Black,Maize,90,35,59,MOP
39,60,28,Sandy,Cotton,10,5,100,NPK
33,69,29,Black,Maize,26,90,79,Urea
25,46,80,Clayey,Rice,88,69,4,DAP
22,85,50,Black,Sugarcane,59,53,92,Compost
27,36,26,Loamy,Wheat,28,81,85,Urea
36,83,47,Clayey,Wheat,13,97,97,Urea
27,33,39,Red,Rice,63,16,83,MOP
29,82,29,Loamy,Rice,51,58,21,DAP
32,72,53,Black,Sugarcane,47,38,65,MOP
20,46,52,Black,Sugarcane,3,6,80,NPK
34,84,36,Black,Sugarcane,13,42,2,NPK
26,70,77,Sandy,Maize,39,75,49,Urea
26,83,62,Clayey,Maize,63,74,56,Compost
22,78,27,Loamy,Wheat,58,46,46,Compost
22,90,75,Loamy,Cotton,7,77,17,NPK
35,90,73,Loamy,Sugarcane,12,66,82,Urea
23,75,47,Red,Rice,95,10,29,NPK
38,79,39,Black,Rice,99,24,26,NPK
20,79,77,Clayey,Sugarcane,17,6,51,NPK
22,49,41,Clayey,Sugarcane,15,52,67,Urea
38,59,80,Clayey,Sugarcane,65,87,74,Compost
31,89,61,Black,Maize,50,56,42,Compost
22,88,79,Red,Wheat,96,71,2,DAP
38,71,68,Black,Maize,43,93,81,Compost
38,70,62,Loamy,Maize,98,91,18,DAP
31,34,74,Clayey,Sugarcane,32,93,85,Urea
31,46,70,Clayey,Maize,93,48,78,Compost
34,39,22,Clayey,Maize,84,76,54,Compost
32,81,62,Loamy,Wheat,90,18,52,MOP
20,34,30,Loamy,Sugarcane,30,98,6,NPK
22,35,59,Red,Sugarcane,6,42,49,Urea
30,87,63,Red,Wheat,30,21,41,NPK
36,51,48,Sandy,Rice,61,42,34,DAP
35,83,20,Red,Maize,79,68,33,DAP
20,44,57,Red,Wheat,51,54,39,DAP
21,44,69,Red,Maize,10,76,50,Urea
35,75,48,Black,Maize,7,68,86,Urea
22,40,53,Clayey,Wheat,58,97,18,DAP
21,68,70,Clayey,Maize,96,52,3,DAP
38,81,69,Loamy,Maize,70,11,48,MOP
24,71,37,Loamy,Cotton,43,45,10,DAP
31,89,66,Clayey,Cotton,91,9,6,NPK
26,38,70,Clayey,Cotton,52,50,53,Compost
32,36,43,Red,Wheat,14,77,4,NPK
30,38,69,Black,Rice,17,39,4,NPK
37,83,61,Loamy,Wheat,11,7,77,NPK
36,49,48,Clayey,Sugarcane,25,86,84,Urea
34,66,62,Clayey,Wheat,32,60,72,Urea
24,35,74,Black,Sugarcane,3,80,43,Urea
24,43,59,Clayey,Cotton,2,99,39,NPK
31,83,65,Black,Sugarcane,25,87,17,NPK
28,48,68,Clayey,Rice,37,93,56,Urea
34,44,59,Clayey,Maize,41,27,97,MOP
32,80,37,Black,Maize,63,73,24,DAP
30,77,68,Black,Wheat,18,26,77,NPK
38,74,63,Sandy,Wheat,89,52,74,Compost
20,59,63,Loamy,Sugarcane,67,8,66,MOP
23,86,53,Sandy,Sugarcane,21,1,29,NPK
36,68,26,Black,Maize,76,26,85,MOP
36,65,22,Loamy,Maize,44,86,36,DAP
31,85,66,Black,Sugarcane,18,60,6,NPK
36,32,79,Black,Rice,44,27,50,MOP
28,49,41,Loamy,Rice,74,45,13,DAP
32,89,50,Black,Cotton,94,73,39,DAP
24,59,80,Red,Cotton,62,23,37,NPK
32,73,70,Clayey,Sugarcane,10,56,94,Urea
36,38,69,Sandy,Wheat,40,62,22,DAP
21,72,74,Sandy,Cotton,31,46,58,Urea
29,30,28,Clayey,Wheat,43,45,74,Compost
32,51,69,Loamy,Sugarcane,60,82,33,DAP
38,30,63,Clayey,Sugarcane,47,39,18,NPK
40,48,53,Sandy,Rice,42,0,92,MOP
39,61,72,Red,Maize,44,33,53,MOP
30,67,26,Sandy,Cotton,65,2,80,MOP
27,52,25,Clayey,Rice,82,91,74,Compost
36,37,74,Clayey,Sugarcane,5,34,97,NPK
24,39,53,Clayey,Cotton,71,44,23,DAP
22,33,49,Loamy,Cotton,90,37,93,MOP
40,33,76,Loamy,Sugarcane,41,99,34,DAP
27,57,63,Clayey,Wheat,43,100,6,DAP
31,87,35,Red,Rice,21,53,91,Urea
26,48,40,Sandy,Sugarcane,10,87,96,Urea
20,36,29,Black,Rice,37,41,77,Urea
25,44,56,Loamy,Maize,32,72,76,Urea
30,52,22,Clayey,Maize,64,5,66,MOP
31,72,48,Loamy,Sugarcane,83,69,53,Compost
40,69,46,Loamy,Rice,69,52,50,Compost
28,43,38,Clayey,Cotton,10,60,97,Urea
31,81,35,Black,Wheat,89,12,47,MOP
27,33,69,Loamy,Cotton,76,3,21,NPK
36,86,49,Loamy,Cotton,62,95,11,DAP
22,73,53,Clayey,Rice,79,27,33,NPK
35,49,67,Sandy,Sugarcane,70,82,100,Compost
26,59,24,Black,Cotton,88,53,94,Compost
33,89,31,Black,Rice,92,38,17,NPK
33,40,50,Red,Maize,64,62,89,Compost
28,68,33,Clayey,Sugarcane,36,0,22,NPK
21,52,34,Black,Cotton,54,92,99,Compost
38,50,30,Black,Sugarcane,39,81,2,NPK
22,56,51,Loamy,Wheat,36,59,34,NPK
25,54,67,Sandy,Wheat,23,68,96,Urea
22,51,31,Sandy,Rice,45,33,25,NPK
22,50,60,Sandy,Sugarcane,38,22,46,NPK
24,40,61,Red,Cotton,47,9,96,MOP
27,42,80,Loamy,Wheat,79,19,99,MOP
36,65,62,Red,Maize,16,11,81,NPK
21,63,39,Black,Sugarcane,80,71,7,DAP
31,62,53,Clayey,Wheat,76,72,0,DAP
30,83,74,Black,Rice,39,58,33,NPK
30,46,57,Red,Rice,54,89,48,Compost
39,40,45,Red,Rice,30,67,84,Urea
40,55,21,Clayey,Rice,42,87,35,DAP
28,45,50,Clayey,Cotton,14,27,45,NPK
22,55,35,Sandy,Sugarcane,43,85,12,DAP
20,59,22,Loamy,Sugarcane,40,60,83,Compost
21,35,31,Sandy,Sugarcane,35,72,5,NPK
31,34,21,Loamy,Rice,60,2,18,NPK
28,32,24,Clayey,Sugarcane,49,42,29,DAP
39,83,73,Red,Cotton,73,76,83,Compost
24,67,61,Red,Wheat,67,83,63,Compost
38,89,29,Clayey,Maize,8,52,29,NPK
20,74,43,Clayey,Rice,78,5,80,MOP
34,82,75,Clayey,Sugarcane,97,51,52,Compost
26,56,64,Clayey,Wheat,29,11,15,NPK
22,36,33,Red,Sugarcane,93,90,26,DAP
21,69,51,Black,Sugarcane,34,49,68,Urea
23,57,67,Red,Sugarcane,12,22,4,NPK
22,53,68,Sandy,Sugarcane,58,42,3,DAP
23,64,52,Sandy,Wheat,61,100,18,DAP
20,89,75,Black,Wheat,9,89,76,Urea
30,66,38,Clayey,Maize,11,57,24,NPK
29,87,24,Red,Sugarcane,4,29,23,NPK
24,67,46,Loamy,Wheat,55,42,13,DAP
32,56,37,Red,Cotton,73,72,70,Compost
30,66,51,Loamy,Wheat,90,28,0,NPK
39,47,44,Loamy,Maize,29,44,72,Urea
27,40,37,Loamy,Rice,60,46,16,DAP
21,40,46,Clayey,Rice,89,24,1,NPK
40,38,31,Red,Wheat,3,1,54,NPK
28,57,46,Loamy,Cotton,64,67,93,Compost
28,52,75,Black,Wheat,92,54,11,DAP
34,87,46,Red,Wheat,88,24,41,MOP
22,36,53,Loamy,Rice,37,13,49,NPK
21,38,73,Red,Cotton,92,2,65,MOP
33,88,80,Loamy,Maize,1,62,56,Urea
38,52,72,Red,Maize,76,100,12,DAP
24,87,41,Loamy,Wheat,20,61,54,Urea
27,79,59,Black,Rice,91,49,26,DAP
27,48,31,Red,Maize,26,2,15,NPK
22,82,65,Loamy,Rice,85,77,15,DAP
35,49,37,Loamy,Wheat,10,9,57,NPK
35,41,65,Loamy,Wheat,30,7,55,NPK
28,41,57,Loamy,Sugarcane,49,44,49,Compost
32,68,21,Sandy,Cotton,44,8,32,NPK
30,34,55,Black,Sugarcane,0,81,46,Urea
40,66,51,Black,Maize,3,69,37,NPK
30,42,43,Sandy,Cotton,75,60,1,DAP
37,88,74,Loamy,Cotton,43,18,71,MOP
39,62,69,Red,Sugarcane,17,46,100,Urea
23,62,21,Loamy,Wheat,47,13,6,NPK
27,40,32,Black,Cotton,78,79,90,Compost
20,76,33,Clayey,Sugarcane,28,27,73,NPK
29,90,73,Loamy,Sugarcane,34,72,18,NPK
27,53,53,Clayey,Rice,9,6,24,NPK
36,40,57,Sandy,Cotton,52,16,69,MOP
27,46,66,Loamy,Sugarcane,92,81,26,DAP
23,37,65,Clayey,Wheat,27,30,69,NPK
21,58,43,Clayey,Rice,79,24,49,MOP
32,81,51,Loamy,Wheat,79,12,42,MOP
32,48,56,Loamy,Sugarcane,64,59,21,DAP
29,67,46,Sandy,Sugarcane,39,42,90,Urea
25,62,26,Clayey,Cotton,42,69,68,Compost
27,42,43,Loamy,Cotton,36,6,64,NPK
27,87,56,Red,Rice,46,62,47,Compost
25,85,47,Sandy,Rice,92,92,19,DAP
38,87,39,Red,Wheat,23,75,77,Urea
31,80,24,Black,Rice,22,61,81,Urea
30,64,28,Loamy,Wheat,24,14,48,NPK
27,35,53,Black,Sugarcane,11,38,71,NPK
20,40,42,Clayey,Rice,23,80,26,NPK
37,70,80,Clayey,Cotton,96,15,18,NPK
29,89,72,Red,Maize,49,91,50,Compost
24,51,50,Red,Cotton,65,4,16,NPK
27,76,50,Black,Sugarcane,83,44,0,DAP
26,30,67,Black,Rice,15,66,71,Urea
39,33,38,Black,Wheat,85,14,64,MOP
36,59,74,Black,Wheat,70,58,45,Compost
39,82,46,Sandy,Sugarcane,100,44,15,DAP
29,30,67,Loamy,Cotton,79,47,28,DAP
27,53,39,Clayey,Wheat,70,6,30,NPK
23,45,44,Black,Rice,83,80,72,Compost
24,31,58,Loamy,Cotton,16,25,97,NPK
35,65,20,Black,Rice,92,7,48,MOP
21,88,47,Loamy,Wheat,76,19,99,MOP
29,76,52,Red,Maize,91,43,77,Compost
23,77,23,Black,Cotton,41,46,37,DAP
34,58,72,Sandy,Wheat,54,36,48,MOP
38,58,33,Loamy,Sugarcane,29,69,63,Urea
24,58,56,Red,Wheat,86,84,85,Compost
26,69,51,Loamy,Rice,57,63,4,DAP
22,31,73,Sandy,Sugarcane,46,49,36,DAP
38,38,36,Clayey,Maize,19,57,41,Urea
22,52,57,Sandy,Cotton,36,94,34,NPK
36,76,69,Sandy,Wheat,35,53,48,Urea
35,40,21,Black,Wheat,82,69,78,Compost
38,37,78,Sandy,Maize,22,89,39,NPK
26,35,79,Loamy,Sugarcane,47,80,34,DAP
29,53,28,Red,Rice,10,37,13,NPK
38,61,51,Clayey,Rice,43,76,39,DAP
31,52,42,Loamy,Sugarcane,57,90,2,DAP
38,61,56,Red,Maize,95,92,6,DAP
36,59,38,Clayey,Sugarcane,95,34,55,MOP
33,85,21,Black,Sugarcane,32,78,9,NPK
27,47,50,Black,Cotton,88,36,31,NPK
26,83,46,Red,Sugarcane,18,95,68,Urea
37,79,80,Red,Maize,27,1,95,NPK
29,75,47,Clayey,Cotton,25,95,45,Urea
40,78,62,Loamy,Sugarcane,71,60,9,DAP
26,64,59,Loamy,Wheat,4,4,44,NPK
28,70,46,Clayey,Cotton,43,39,19,NPK
24,49,58,Clayey,Wheat,97,49,54,Compost
31,33,48,Sandy,Sugarcane,37,36,89,NPK
29,81,57,Clayey,Sugarcane,94,98,100,Compost
27,34,77,Sandy,Sugarcane,97,57,44,Compost
30,34,76,Sandy,Sugarcane,49,96,61,Compost
40,46,51,Loamy,Cotton,62,83,68,Compost
21,70,23,Red,Wheat,35,99,68,Urea
39,51,77,Black,Cotton,69,21,69,MOP
29,34,75,Black,Sugarcane,28,51,33,NPK
33,60,72,Black,Maize,48,94,98,Compost
36,88,71,Clayey,Wheat,39,47,42,Urea
20,84,27,Sandy,Maize,52,48,82,Compost
23,70,36,Red,Sugarcane,82,1,69,MOP
22,46,23,Red,Sugarcane,1,15,70,NPK
32,33,79,Loamy,Rice,39,85,70,Urea
40,53,24,Sandy,Sugarcane,41,79,94,Compost
30,59,27,Black,Sugarcane,70,66,0,DAP
38,57,39,Clayey,Sugarcane,33,31,59,NPK
23,71,55,Loamy,Rice,53,36,36,NPK
21,53,31,Red,Cotton,31,13,5,NPK
23,77,29,Loamy,Rice,56,77,59,Compost
31,46,47,Sandy,Rice,79,40,91,Compost
22,55,65,Red,Sugarcane,92,19,1,NPK
30,48,23,Black,Rice,100,96,63,Compost
38,41,72,Red,Maize,90,71,89,Compost
27,54,66,Clayey,Cotton,93,9,19,NPK
29,81,24,Sandy,Wheat,6,57,76,Urea
30,43,33,Sandy,Sugarcane,91,97,91,Compost
28,46,79,Clayey,Rice,56,17,41,MOP
29,54,46,Red,Cotton,62,26,58,MOP
29,38,75,Red,Cotton,28,37,32,NPK
20,49,32,Sandy,Sugarcane,68,86,20,DAP
31,74,21,Sandy,Sugarcane,75,22,46,MOP
28,42,51,Red,Rice,54,43,83,Compost
37,38,50,Black,Wheat,81,75,92,Compost
28,81,42,Clayey,Rice,22,10,11,NPK
25,60,79,Black,Sugarcane,82,63,44,Compost
30,61,71,Black,Rice,39,7,63,NPK
37,57,47,Sandy,Maize,50,39,83,MOP
23,50,52,Clayey,Cotton,7,73,71,Urea
27,82,23,Sandy,Maize,100,92,98,Compost
24,44,52,Loamy,Wheat,9,64,70,Urea
32,34,47,Red,Maize,8,34,71,NPK
30,42,45,Black,Maize,34,32,12,NPK
40,48,43,Black,Wheat,34,65,14,NPK
36,71,29,Black,Rice,8,17,84,NPK
39,81,60,Red,Wheat,28,35,80,NPK
25,69,74,Loamy,Maize,99,47,49,Compost
29,57,42,Red,Cotton,32,9,37,NPK
34,46,21,Loamy,Rice,40,54,69,Compost
21,53,71,Clayey,Sugarcane,76,67,33,DAP
33,40,50,Red,Wheat,69,26,64,MOP
24,56,50,Loamy,Maize,81,17,46,MOP
36,88,60,Sandy,Maize,76,69,100,Compost
21,89,59,Red,Maize,14,62,7,NPK
25,78,27,Sandy,Maize,65,29,90,MOP
22,58,26,Clayey,Rice,70,100,9,DAP
39,58,73,Black,Wheat,41,51,52,Compost
31,39,33,Sandy,Sugarcane,72,53,67,Compost
40,44,70,Clayey,Rice,20,66,22,NPK
23,66,27,Red,Sugarcane,54,89,97,Compost
40,88,48,Loamy,Maize,58,86,66,Compost
25,47,63,Sandy,Cotton,87,65,29,DAP
25,60,57,Loamy,Cotton,27,43,20,NPK
39,71,79,Sandy,Cotton,66,90,1,DAP
21,35,46,Black,Rice,10,36,43,NPK
27,70,62,Clayey,Rice,33,6,9,NPK
27,48,62,Red,Wheat,61,56,59,Compost
24,70,21,Loamy,Rice,3,7,50,NPK
40,35,66,Red,Wheat,30,85,6,NPK
20,35,39,Loamy,Cotton,100,84,59,Compost
37,76,73,Sandy,Sugarcane,94,31,56,MOP
33,76,55,Loamy,Wheat,88,88,42,Compost
37,83,28,Loamy,Wheat,18,38,44,NPK
37,66,69,Loamy,Rice,32,7,38,NPK
37,75,33,Black,Sugarcane,30,34,96,NPK
21,82,62,Clayey,Wheat,99,8,61,MOP
30,76,76,Clayey,Maize,4,5,52,NPK
22,87,40,Red,Maize,58,6,8,NPK
22,74,46,Sandy,Maize,60,50,20,DAP
34,48,49,Black,Maize,22,46,33,NPK
38,45,52,Sandy,Rice,90,18,58,MOP
33,65,60,Red,Wheat,46,3,80,MOP
25,53,77,Loamy,Wheat,4,43,85,Urea
37,73,52,Loamy,Cotton,83,48,59,Compost
40,50,24,Black,Sugarcane,14,0,17,NPK
27,82,57,Red,Wheat,95,12,15,NPK
34,86,45,Red,Sugarcane,75,78,53,Compost
37,58,55,Loamy,Wheat,73,54,1,DAP
21,37,57,Clayey,Maize,63,60,89,Compost
29,33,55,Red,Sugarcane,18,0,90,NPK
33,46,58,Black,Cotton,62,70,77,Compost
22,71,57,Red,Maize,39,87,49,Urea
24,43,28,Red,Rice,91,9,93,MOP
35,34,77,Loamy,Sugarcane,22,56,34,NPK
38,90,46,Black,Sugarcane,46,89,91,Compost
28,35,29,Clayey,Cotton,59,30,39,NPK
22,84,36,Sandy,Wheat,99,83,58,Compost
39,79,65,Clayey,Sugarcane,28,74,61,Urea
34,71,55,Clayey,Cotton,37,85,21,NPK
20,67,74,Red,Sugarcane,31,27,78,NPK
27,58,45,Red,Sugarcane,83,72,52,Compost
37,82,51,Sandy,Cotton,60,65,38,DAP
22,67,58,Loamy,Cotton,39,26,42,NPK
21,89,50,Black,Maize,14,46,11,NPK
25,62,71,Black,Wheat,93,84,58,Compost
24,72,23,Red,Rice,95,0,75,MOP
40,64,25,Clayey,Rice,39,33,90,NPK
30,83,58,Sandy,Sugarcane,90,64,17,DAP
21,66,54,Clayey,Cotton,54,28,13,NPK
20,57,77,Clayey,Cotton,67,1,34,NPK
39,70,34,Black,Maize,41,97,42,Compost
28,82,69,Loamy,Wheat,40,55,24,DAP
40,69,42,Black,Maize,0,36,98,NPK
39,63,64,Black,Wheat,11,48,36,NPK
22,43,37,Black,Rice,71,76,76,Compost
35,30,60,Red,Sugarcane,67,94,21,DAP
21,65,67,Black,Sugarcane,66,78,65,Compost
29,81,65,Red,Wheat,37,3,87,NPK
39,65,65,Sandy,Wheat,81,95,83,Compost
36,44,67,Black,Wheat,67,37,1,NPK
26,71,77,Loamy,Cotton,31,100,41,Urea
29,43,59,Red,Wheat,97,42,33,DAP
32,51,71,Loamy,Cotton,82,51,36,DAP
35,41,49,Black,Wheat,32,73,30,NPK
27,39,67,Clayey,Maize,72,47,97,Compost
36,63,67,Clayey,Wheat,56,23,11,NPK
36,68,21,Loamy,Wheat,9,73,13,NPK
31,41,46,Red,Sugarcane,98,7,72,MOP
40,72,62,Clayey,Maize,6,16,4,NPK
34,86,33,Clayey,Rice,51,11,78,MOP
27,37,33,Black,Cotton,96,40,19,DAP
27,89,33,Sandy,Wheat,84,10,68,MOP
30,57,54,Black,Wheat,24,69,94,Urea
36,49,20,Sandy,Cotton,94,28,75,MOP
40,61,80,Sandy,Wheat,44,54,77,Compost
29,60,40,Sandy,Maize,6,96,44,Urea
37,53,24,Sandy,Cotton,51,20,28,NPK
35,86,61,Black,Wheat,24,36,22,NPK
28,32,44,Red,Maize,87,55,82,Compost
37,75,61,Sandy,Wheat,27,32,81,NPK
38,76,35,Loamy,Sugarcane,62,27,39,NPK
21,37,72,Red,Rice,22,79,71,Urea
22,42,31,Sandy,Wheat,76,58,26,DAP
28,42,43,Black,Rice,18,43,42,Urea
39,63,25,Black,Maize,39,18,57,NPK
32,77,47,Clayey,Rice,54,92,0,DAP
20,58,80,Red,Maize,74,3,67,MOP
30,72,75,Black,Maize,85,46,89,Compost
24,76,43,Black,Rice,57,51,100,Compost
36,66,55,Black,Maize,25,75,57,Urea
30,74,46,Red,Cotton,24,41,24,NPK
24,60,68,Sandy,Rice,2,85,11,NPK
39,88,74,Red,Cotton,95,57,98,Compost
39,68,55,Clayey,Rice,77,49,89,Compost
23,52,77,Red,Maize,73,20,40,MOP
39,59,47,Loamy,Sugarcane,48,46,5,DAP
21,42,61,Red,Maize,73,69,0,DAP
24,62,68,Black,Sugarcane,86,59,27,DAP
21,37,61,Red,Sugarcane,76,67,12,DAP
35,62,26,Sandy,Maize,52,10,36,NPK
23,32,45,Red,Cotton,18,74,49,Urea
29,88,37,Clayey,Maize,88,18,45,MOP
20,56,71,Red,Cotton,20,87,9,NPK
38,75,79,Sandy,Maize,18,28,84,NPK
35,79,72,Black,Cotton,35,98,75,Urea
30,48,53,Loamy,Wheat,66,97,76,Compost
32,85,53,Loamy,Wheat,16,64,27,NPK
20,76,56,Clayey,Wheat,9,9,39,NPK
27,77,42,Clayey,Maize,35,99,31,NPK
34,60,67,Sandy,Sugarcane,79,7,23,NPK
36,74,78,Clayey,Cotton,22,100,20,NPK
34,86,30,Black,Cotton,0,34,79,NPK
36,79,78,Red,Cotton,72,24,11,NPK
21,44,35,Clayey,Cotton,90,90,95,Compost
39,74,36,Clayey,Sugarcane,78,97,18,DAP
30,33,42,Clayey,Maize,16,57,71,Urea
22,62,45,Clayey,Cotton,80,27,64,MOP
30,34,61,Sandy,Sugarcane,23,43,62,Urea
27,63,55,Black,Cotton,72,37,74,MOP
36,87,49,Loamy,Cotton,44,98,65,Compost
25,37,39,Clayey,Sugarcane,22,47,22,NPK
36,30,63,Clayey,Wheat,94,77,56,Compost
21,54,39,Red,Wheat,73,73,42,Compost
20,44,59,Sandy,Rice,56,4,10,NPK
39,73,22,Sandy,Rice,1,100,64,Urea
23,73,31,Sandy,Sugarcane,2,24,2,NPK
33,85,75,Black,Rice,69,46,47,Compost
37,81,62,Sandy,Cotton,64,66,74,Compost
32,32,43,Loamy,Sugarcane,88,54,86,Compost
38,37,64,Black,Wheat,24,53,82,Urea
34,45,66,Red,Rice,37,51,1,NPK
40,46,34,Loamy,Cotton,68,3,6,NPK
24,86,22,Black,Maize,63,52,25,DAP
40,61,51,Loamy,Sugarcane,27,9,69,NPK
39,71,60,Loamy,Sugarcane,49,64,93,Compost
26,65,22,Clayey,Maize,12,39,16,NPK
36,44,23,Loamy,Wheat,15,58,57,Urea
29,53,63,Clayey,Maize,98,55,4,DAP
29,62,22,Sandy,Cotton,20,51,95,Urea
33,58,61,Loamy,Cotton,24,22,66,NPK
24,69,65,Black,Wheat,57,22,45,MOP
24,64,34,Loamy,Rice,16,79,73,Urea
38,74,70,Sandy,Maize,93,90,13,DAP
33,46,50,Loamy,Sugarcane,33,20,54,NPK
28,39,24,Red,Wheat,44,5,65,MOP
32,35,39,Red,Sugarcane,58,12,27,NPK
36,65,69,Black,Rice,3,30,76,NPK
27,43,57,Loamy,Wheat,35,7,85,NPK
35,65,68,Clayey,Rice,41,93,66,Compost
34,71,66,Red,Rice,10,67,9,NPK
35,55,21,Red,Maize,57,92,0,DAP
36,33,76,Loamy,Wheat,24,80,84,Urea
29,77,37,Red,Maize,74,13,55,MOP
34,80,51,Sandy,Rice,58,18,22,NPK
34,33,49,Sandy,Maize,59,76,25,DAP
24,33,65,Sandy,Rice,20,44,52,Urea
34,67,62,Loamy,Wheat,42,8,37,NPK
36,49,47,Black,Maize,46,16,60,MOP
36,89,50,Loamy,Rice,76,51,60,Compost
37,40,31,Black,Cotton,14,47,28,NPK
33,46,37,Black,Maize,92,69,30,DAP
35,58,60,Clayey,Sugarcane,73,41,81,Compost
23,57,51,Clayey,Rice,94,84,92,Compost
36,71,58,Red,Cotton,67,22,72,MOP
34,34,69,Clayey,Wheat,87,74,97,Compost
40,76,37,Black,Cotton,45,37,45,MOP
27,51,20,Clayey,Sugarcane,84,3,17,NPK
36,36,29,Clayey,Maize,36,1,67,NPK
28,55,54,Loamy,Cotton,26,31,34,NPK
21,31,73,Sandy,Cotton,50,55,10,DAP
29,63,22,Loamy,Maize,6,44,10,NPK
20,85,70,Red,Sugarcane,88,85,97,Compost
37,44,44,Black,Cotton,26,30,21,NPK
23,69,68,Sandy,Rice,35,70,45,Urea
33,46,79,Clayey,Cotton,0,44,67,Urea
40,68,22,Sandy,Wheat,21,13,81,NPK
27,80,73,Clayey,Sugarcane,73,34,23,NPK
32,63,44,Red,Wheat,94,99,29,DAP
21,52,22,Sandy,Wheat,98,27,27,NPK
35,58,25,Clayey,Cotton,75,48,45,Compost
23,61,23,Red,Maize,82,22,94,MOP
40,78,38,Loamy,Maize,69,55,40,Compost
31,63,47,Red,Maize,72,7,3,NPK
39,84,42,Sandy,Sugarcane,88,24,91,MOP
33,57,60,Red,Rice,58,6,79,MOP
29,76,54,Red,Cotton,25,99,4,NPK
20,63,38,Loamy,Sugarcane,62,83,30,DAP
25,69,63,Black,Rice,2,29,52,NPK
39,63,41,Red,Wheat,42,0,73,MOP
21,49,55,Clayey,Sugarcane,20,17,25,NPK
23,65,43,Black,Wheat,75,6,17,NPK
